Age,Team,Home,Win,Game Started,Total RB,AST,PTS
29.94182067,CHI,0,1,1,10,4,15
29.94729637,CHI,0,0,1,6,4,26
29.95277207,CHI,0,0,1,7,5,39
29.95824778,CHI,0,1,1,7,2,37
29.96372348,CHI,0,1,1,3,2,36
29.96646133,CHI,0,1,1,6,4,33
29.97467488,CHI,0,1,1,11,5,34
29.98288843,CHI,0,1,1,9,8,40
29.99110198,CHI,1,0,1,6,5,25
29.99657769,CHI,1,1,1,8,6,32
30,CHI,1,1,1,8,6,27
30.0164271,CHI,1,1,1,3,4,34
30.02190281,CHI,0,1,1,4,4,36
30.02737851,CHI,1,1,1,9,8,34
30.03559206,CHI,0,1,1,9,8,24
30.05475702,CHI,1,1,1,4,9,38
30.06023272,CHI,0,0,1,5,8,29
30.06297057,CHI,1,1,1,9,5,52
30.06844627,CHI,0,0,1,5,6,28
30.07118412,CHI,1,1,1,9,4,23
30.08213552,CHI,1,1,1,3,5,25
30.08487337,CHI,0,1,1,8,4,47
30.09308693,CHI,1,1,1,5,7,34
30.09582478,CHI,0,1,1,2,4,43
30.10130048,CHI,1,1,1,7,6,18
30.11225188,CHI,1,0,1,3,5,44
30.12046543,CHI,1,1,1,7,7,40
30.12594114,CHI,0,1,1,5,2,32
30.13141684,CHI,0,0,1,5,6,30
30.13963039,CHI,0,1,1,12,4,30
30.14236824,CHI,0,1,1,6,5,25
30.14784394,CHI,0,1,1,6,4,23
30.15331964,CHI,1,1,1,4,4,34
30.15879535,CHI,1,1,1,7,5,47
30.16427105,CHI,0,0,1,1,9,32
30.16974675,CHI,1,1,1,3,4,28
30.17522245,CHI,1,1,1,7,4,36
30.1779603,CHI,0,0,1,4,3,38
30.183436,CHI,0,0,1,6,7,21
32.08213552,CHI,0,0,1,6,6,19
32.09034908,CHI,0,1,1,3,3,27
32.09582478,CHI,1,0,1,4,8,21
32.09856263,CHI,0,1,1,4,2,32
32.10677618,CHI,0,1,1,4,2,55
32.11225188,CHI,1,1,1,11,6,23
32.11772758,CHI,1,1,1,5,6,12
32.12867899,CHI,0,1,1,11,2,37
32.13415469,CHI,1,1,1,8,9,28
32.13963039,CHI,0,0,1,9,5,21
32.14510609,CHI,1,1,1,11,6,25
32.14784394,CHI,0,1,1,9,9,29
32.15879535,CHI,1,1,1,6,4,28
32.1615332,CHI,0,1,1,5,4,31
32.16974675,CHI,1,1,1,8,7,17
32.17522245,CHI,1,1,1,2,4,19
32.1779603,CHI,0,0,1,11,7,33
32.70910335,CHI,1,1,1,6,7,42
32.7118412,CHI,1,1,1,0,3,15
32.72005476,CHI,1,1,1,4,5,38
32.72553046,CHI,0,1,1,5,3,29
32.73100616,CHI,1,1,1,3,7,36
32.73921971,CHI,0,0,1,7,6,23
32.74195756,CHI,1,1,1,7,2,20
32.74743326,CHI,1,1,1,3,3,18
32.75838467,CHI,0,1,1,8,5,36
32.76112252,CHI,0,1,1,9,2,38
32.76659822,CHI,0,1,1,8,6,34
32.77207392,CHI,0,0,1,5,4,22
32.77481177,CHI,0,1,1,3,8,33
32.78302533,CHI,0,1,1,3,4,29
32.78850103,CHI,0,1,1,11,5,37
32.79945243,CHI,1,1,1,3,8,22
32.80492813,CHI,1,1,1,5,6,28
32.80766598,CHI,0,1,1,5,4,45
32.81861739,CHI,1,1,1,6,2,36
32.82135524,CHI,0,1,1,3,1,22
32.82683094,CHI,1,1,1,7,6,20
32.83230664,CHI,0,1,1,6,3,37
32.83504449,CHI,1,1,1,4,4,32
32.84325804,CHI,1,1,1,10,5,27
32.84599589,CHI,1,1,1,7,8,30
32.85420945,CHI,0,0,1,10,4,30
32.862423,CHI,1,1,1,7,3,29
32.86516085,CHI,1,1,1,7,6,33
32.87611225,CHI,1,1,1,8,5,38
32.8788501,CHI,0,1,1,5,5,27
32.8843258,CHI,1,1,1,2,3,32
32.89527721,CHI,1,1,1,14,5,35
32.90349076,CHI,0,1,1,10,2,48
32.90896646,CHI,0,1,1,4,2,46
32.91170431,CHI,1,1,1,7,2,32
32.91718001,CHI,0,1,1,9,2,38
32.92539357,CHI,0,1,1,8,4,36
32.93086927,CHI,0,1,1,6,4,33
32.93360712,CHI,1,1,1,3,6,12
32.93908282,CHI,1,1,1,9,4,25
32.94455852,CHI,1,1,1,6,6,31
32.95003422,CHI,0,1,1,8,1,22
32.95550992,CHI,0,1,1,2,1,27
32.95824778,CHI,0,1,1,7,7,17
32.96372348,CHI,0,0,1,3,4,39
32.96919918,CHI,0,0,1,2,6,28
32.97193703,CHI,0,1,1,11,6,40
32.98836413,CHI,1,1,1,9,3,32
32.99383984,CHI,0,1,1,8,5,32
32.99657769,CHI,0,1,1,7,4,35
33.00273785,CHI,0,1,1,5,7,44
33.00821355,CHI,1,1,1,9,6,14
33.01368925,CHI,0,1,1,3,3,34
33.0164271,CHI,0,0,1,9,5,31
33.02190281,CHI,1,1,1,5,7,23
33.02737851,CHI,1,1,1,6,7,35
33.03559206,CHI,1,1,1,3,6,17
33.03832991,CHI,1,1,1,8,8,21
33.04654346,CHI,1,1,1,8,4,33
33.05201916,CHI,1,1,1,11,2,53
33.06023272,CHI,0,0,1,8,3,32
33.06844627,CHI,1,1,1,6,5,37
33.07392197,CHI,1,1,1,6,3,33
33.07665982,CHI,0,1,1,16,5,37
33.08213552,CHI,0,1,1,11,4,38
33.08487337,CHI,1,1,1,9,3,20
33.09034908,CHI,1,1,1,11,5,36
33.09856263,CHI,0,0,1,9,2,36
33.10951403,CHI,1,1,1,5,7,13
33.11498973,CHI,1,1,1,9,6,21
33.12320329,CHI,0,1,1,8,3,32
33.12867899,CHI,1,1,1,7,3,40
33.13141684,CHI,0,1,1,5,4,24
33.13689254,CHI,0,1,1,3,1,27
33.13963039,CHI,1,0,1,11,5,40
33.14784394,CHI,0,1,1,7,3,17
33.15058179,CHI,1,1,1,3,0,23
33.15605749,CHI,0,1,1,12,3,32
33.1615332,CHI,0,1,1,9,4,22
33.1670089,CHI,1,1,1,5,1,30
33.1724846,CHI,1,0,1,2,6,24
33.17522245,CHI,0,1,1,4,4,26
33.7063655,CHI,0,1,1,4,3,30
33.70910335,CHI,1,1,1,2,5,27
33.71731691,CHI,1,1,1,7,3,22
33.72005476,CHI,0,1,1,6,0,50
33.72553046,CHI,0,1,1,4,8,15
33.72826831,CHI,1,1,1,3,3,27
33.73374401,CHI,1,1,1,2,5,26
33.73921971,CHI,1,1,1,5,3,28
33.74469541,CHI,0,1,1,1,2,38
33.74743326,CHI,1,1,1,5,3,25
33.75838467,CHI,0,1,1,4,4,37
33.76112252,CHI,0,1,1,7,3,31
33.76659822,CHI,0,0,1,6,4,44
33.77207392,CHI,0,1,1,7,2,40
33.78302533,CHI,0,1,1,7,4,36
33.78576318,CHI,0,1,1,9,3,35
33.79397673,CHI,0,1,1,6,6,40
33.79945243,CHI,1,1,1,4,6,20
33.80492813,CHI,1,0,1,9,3,37
33.80766598,CHI,0,0,1,9,8,13
33.81587953,CHI,1,1,1,7,3,27
33.82135524,CHI,0,1,1,6,6,32
33.82409309,CHI,1,1,1,9,5,29
33.83230664,CHI,1,1,1,9,3,30
33.83778234,CHI,0,1,1,8,1,35
33.84325804,CHI,0,1,1,1,3,31
33.84873374,CHI,1,1,1,3,4,24
33.85420945,CHI,1,1,1,10,2,23
33.8569473,CHI,0,0,1,3,1,34
33.862423,CHI,1,1,1,7,5,45
33.8678987,CHI,1,1,1,7,4,28
33.8788501,CHI,1,1,1,4,6,22
33.88706366,CHI,1,1,1,8,3,23
33.89801506,CHI,0,1,1,5,3,33
33.90075291,CHI,1,1,1,6,7,32
33.90896646,CHI,1,1,1,2,2,39
33.91170431,CHI,0,1,1,3,4,25
33.91718001,CHI,1,1,1,7,11,24
33.92265572,CHI,0,0,1,14,5,26
33.92813142,CHI,1,1,1,4,4,51
33.93360712,CHI,0,1,1,9,0,32
33.93908282,CHI,1,1,1,3,4,24
33.94729637,CHI,0,1,1,4,3,28
33.95277207,CHI,0,1,1,6,2,32
33.95550992,CHI,0,1,1,4,8,18
33.96098563,CHI,0,1,1,7,3,45
33.96646133,CHI,0,1,1,5,2,36
33.96919918,CHI,0,0,1,4,4,27
33.98562628,CHI,1,1,1,5,4,43
33.99383984,CHI,0,1,1,8,4,30
33.99931554,CHI,1,1,1,8,10,19
34.00273785,CHI,1,1,1,5,12,24
34.0109514,CHI,0,1,1,4,4,36
34.01368925,CHI,1,1,1,5,1,34
34.01916496,CHI,1,1,1,4,3,37
34.02737851,CHI,0,0,1,8,4,23
34.03011636,CHI,1,1,1,9,6,35
34.03832991,CHI,1,1,1,3,6,31
34.04380561,CHI,1,1,1,2,4,16
34.04928131,CHI,1,1,1,4,5,38
34.05475702,CHI,0,0,1,6,4,36
34.06023272,CHI,0,1,1,4,9,32
34.06297057,CHI,0,1,1,5,3,23
34.06844627,CHI,0,0,1,8,5,36
34.07118412,CHI,1,1,1,4,3,10
34.07939767,CHI,1,1,1,18,2,32
34.08761123,CHI,0,1,1,6,4,36
34.09034908,CHI,1,1,1,5,7,23
34.09856263,CHI,1,1,1,1,3,20
34.10403833,CHI,0,1,1,10,4,12
34.10951403,CHI,1,1,1,6,10,21
34.11772758,CHI,1,1,1,8,2,21
34.12320329,CHI,0,0,1,1,6,34
34.12594114,CHI,1,1,1,5,3,22
34.13141684,CHI,0,1,1,8,5,37
34.13415469,CHI,1,1,1,8,2,30
34.13963039,CHI,0,1,1,3,2,23
34.14236824,CHI,0,1,1,8,6,34
34.15058179,CHI,0,0,1,9,7,18
34.15331964,CHI,1,1,1,11,10,30
34.15879535,CHI,0,0,1,8,3,26
34.1670089,CHI,1,0,1,3,3,33
34.7008898,CHI,0,0,1,6,4,30
34.70362765,CHI,1,1,1,7,2,16
34.70910335,CHI,1,1,1,13,4,29
34.71457906,CHI,1,1,1,17,4,29
34.72005476,CHI,0,0,1,9,6,27
34.72279261,CHI,1,1,1,5,2,15
34.73100616,CHI,0,0,1,6,1,19
34.73374401,CHI,1,0,1,7,3,28
34.73921971,CHI,1,1,1,4,7,28
34.74195756,CHI,1,1,1,2,4,27
34.75564682,CHI,0,0,1,6,3,30
34.75838467,CHI,0,1,1,5,5,49
34.76386037,CHI,0,1,1,3,5,33
34.76933607,CHI,0,0,1,6,5,26
34.77754962,CHI,0,0,1,7,2,26
34.78028747,CHI,0,1,1,4,3,29
34.79123888,CHI,0,1,1,9,5,29
34.79671458,CHI,1,1,1,9,2,13
34.80766598,CHI,1,1,1,4,4,29
34.81040383,CHI,0,0,1,2,5,25
34.81587953,CHI,0,0,1,9,5,28
34.81861739,CHI,1,1,1,6,2,11
34.82409309,CHI,1,1,1,9,4,31
34.82956879,CHI,1,1,1,5,4,36
34.83778234,CHI,0,1,1,5,3,24
34.84599589,CHI,1,1,1,12,4,27
34.85147159,CHI,1,1,1,11,4,24
34.8569473,CHI,1,1,1,4,2,47
34.862423,CHI,1,1,1,7,0,41
34.86516085,CHI,0,0,1,4,1,33
34.8733744,CHI,1,1,1,5,1,44
34.87611225,CHI,0,1,1,9,9,34
34.8843258,CHI,1,1,1,3,4,19
34.88706366,CHI,0,0,1,4,1,26
34.89253936,CHI,0,1,1,4,2,44
34.89527721,CHI,1,1,1,6,3,32
34.90349076,CHI,1,1,1,1,2,40
34.90896646,CHI,0,0,1,9,4,20
34.91170431,CHI,0,1,1,8,2,27
34.91718001,CHI,1,1,1,3,3,45
34.92539357,CHI,1,1,1,5,6,33
34.93086927,CHI,0,1,1,5,1,32
34.93634497,CHI,1,0,1,5,7,32
34.94182067,CHI,0,1,1,0,3,20
34.94729637,CHI,0,1,1,5,4,29
34.95003422,CHI,0,1,1,8,3,14
34.95550992,CHI,0,0,1,5,2,31
34.95824778,CHI,0,1,1,6,3,15
34.96372348,CHI,0,0,1,7,3,40
34.98015058,CHI,1,1,1,5,1,18
34.98288843,CHI,0,1,1,4,6,29
34.98836413,CHI,1,1,1,7,1,37
34.99383984,CHI,1,1,1,12,5,21
35,CHI,1,1,1,4,6,27
35.0054757,CHI,0,1,1,4,5,16
35.0109514,CHI,0,1,1,8,3,19
35.0164271,CHI,1,1,1,7,6,17
35.02190281,CHI,1,0,1,4,3,33
35.03011636,CHI,1,1,1,2,2,28
35.03832991,CHI,1,1,1,7,2,30
35.05201916,CHI,0,1,1,8,6,42
35.05749487,CHI,1,1,1,4,4,37
35.06297057,CHI,0,0,1,7,3,26
35.06844627,CHI,0,1,1,5,3,30
35.07392197,CHI,1,1,1,7,1,17
35.07665982,CHI,0,1,1,4,2,35
35.08487337,CHI,1,1,1,4,3,24
35.09034908,CHI,0,1,1,4,3,33
35.09308693,CHI,1,1,1,7,2,24
35.09856263,CHI,0,1,1,7,8,17
35.10403833,CHI,0,1,1,5,4,34
35.10951403,CHI,0,1,1,2,0,30
35.11498973,CHI,1,1,1,3,8,26
35.12320329,CHI,1,1,1,6,4,41
35.12867899,CHI,0,1,1,4,3,40
35.13415469,CHI,1,1,1,4,3,30
35.13963039,CHI,0,0,1,6,4,29
35.14510609,CHI,1,1,1,4,2,37
35.15058179,CHI,1,0,1,4,3,27
35.15605749,CHI,0,0,1,6,4,19
35.1615332,CHI,0,1,1,6,2,24
35.16427105,CHI,1,1,1,3,3,44
38.69815195,WAS,0,0,1,5,6,19
38.70362765,WAS,0,1,1,6,6,31
38.70910335,WAS,1,1,1,6,9,20
38.7118412,WAS,0,0,1,8,2,19
38.72005476,WAS,0,0,1,8,2,32
38.72553046,WAS,1,0,1,3,3,32
38.73100616,WAS,1,0,1,12,4,16
38.73921971,WAS,1,0,1,4,3,31
38.74469541,WAS,1,0,1,7,3,44
38.75564682,WAS,1,0,1,4,6,30
38.76112252,WAS,0,0,1,5,6,21
38.76659822,WAS,1,1,1,11,6,17
38.77481177,WAS,0,0,1,4,5,18
38.77754962,WAS,0,1,1,6,7,30
38.78302533,WAS,0,1,1,7,5,22
38.78576318,WAS,1,0,1,7,7,15
38.79945243,WAS,0,1,1,6,7,18
38.80492813,WAS,0,1,1,12,4,21
38.81314168,WAS,0,1,1,6,9,16
38.81587953,WAS,1,1,1,6,7,25
38.82135524,WAS,1,1,1,6,6,19
38.82683094,WAS,0,1,1,4,3,21
38.83504449,WAS,1,1,1,4,6,23
38.84052019,WAS,0,1,1,6,8,12
38.84325804,WAS,0,1,1,1,3,26
38.85420945,WAS,0,0,1,4,7,28
38.8569473,WAS,0,0,1,4,4,6
38.862423,WAS,1,1,1,7,4,51
38.8678987,WAS,1,1,1,10,7,45
38.8788501,WAS,1,1,1,7,3,29
38.88980151,WAS,1,1,1,10,8,18
38.89801506,WAS,0,0,1,3,3,22
38.90075291,WAS,1,0,1,6,4,35
38.90896646,WAS,1,0,1,1,4,20
38.91170431,WAS,0,0,1,2,1,10
38.91991786,WAS,0,1,1,12,4,16
38.92539357,WAS,0,0,1,14,3,29
38.92813142,WAS,1,0,1,8,6,30
38.93360712,WAS,1,1,1,8,2,40
38.93908282,WAS,1,1,1,4,7,41
38.94729637,WAS,1,0,1,5,7,32
38.95277207,WAS,0,1,1,5,8,26
38.95550992,WAS,1,1,1,4,8,28
38.96098563,WAS,1,1,1,5,6,23
38.96646133,WAS,1,1,1,7,5,23
38.97193703,WAS,1,1,1,6,9,25
38.98562628,WAS,0,0,1,5,6,22
38.99110198,WAS,0,0,1,1,4,16
38.99383984,WAS,0,1,1,6,4,22
39.00273785,WAS,1,0,1,6,11,11
39.0109514,WAS,1,0,1,5,6,16
39.0164271,WAS,1,0,1,5,7,37
39.01916496,WAS,0,0,1,5,6,9
39.08487337,WAS,0,1,0,1,2,7
39.08761123,WAS,0,0,0,4,4,11
39.09582478,WAS,0,0,0,3,2,14
39.10130048,WAS,1,1,0,3,6,9
39.10951403,WAS,1,1,0,3,1,34
39.11498973,WAS,1,0,0,3,5,10
39.12046543,WAS,1,0,0,3,3,2
39.69815195,WAS,0,0,0,3,1,8
39.7008898,WAS,1,1,0,4,5,21
39.7063655,WAS,1,0,0,2,2,21
39.71457906,WAS,0,0,0,2,1,10
39.71731691,WAS,1,1,0,3,4,6
39.72279261,WAS,1,1,0,3,3,25
39.72553046,WAS,0,1,0,8,6,12
39.73374401,WAS,1,0,0,6,4,27
39.73921971,WAS,1,1,0,6,1,19
39.74469541,WAS,1,1,0,5,2,8
39.74743326,WAS,0,0,0,2,3,19
39.76112252,WAS,0,0,0,2,1,8
39.76386037,WAS,0,0,0,6,5,20
39.77207392,WAS,1,0,0,1,2,28
39.78028747,WAS,0,0,0,4,1,14
39.78302533,WAS,1,0,1,4,2,16
39.79123888,WAS,1,1,1,7,4,25
39.79397673,WAS,0,1,1,9,4,21
39.79945243,WAS,0,0,1,6,0,16
39.80219028,WAS,1,1,1,9,2,20
39.81040383,WAS,1,0,1,5,1,14
39.81861739,WAS,0,0,1,5,4,12
39.82409309,WAS,0,1,1,8,9,2
39.82956879,WAS,0,1,1,3,2,30
39.83230664,WAS,1,1,1,5,2,33
39.84052019,WAS,0,0,1,5,3,16
39.84599589,WAS,0,0,1,7,8,13
39.85420945,WAS,1,0,1,4,1,17
39.85968515,WAS,1,1,1,4,5,10
39.86516085,WAS,0,0,1,8,9,21
39.8678987,WAS,1,1,1,7,3,17
39.8733744,WAS,0,1,1,5,5,10
39.8788501,WAS,1,1,1,12,4,41
39.8843258,WAS,0,1,1,11,7,19
39.88980151,WAS,1,1,1,10,7,14
39.89527721,WAS,1,0,1,2,5,14
39.89801506,WAS,0,1,1,10,3,23
39.90622861,WAS,1,0,1,5,4,22
39.91170431,WAS,1,1,1,6,8,32
39.91718001,WAS,1,0,1,8,7,25
39.92265572,WAS,1,1,1,5,6,25
39.92813142,WAS,0,0,1,4,3,18
39.93360712,WAS,0,0,1,5,3,11
39.93634497,WAS,1,0,1,8,5,17
39.94182067,WAS,1,1,1,7,1,19
39.94729637,WAS,0,0,1,5,5,8
39.95003422,WAS,0,0,1,4,4,24
39.95550992,WAS,1,1,1,3,6,45
39.96372348,WAS,1,1,1,4,8,27
39.98288843,WAS,0,0,1,7,2,12
39.98562628,WAS,0,1,1,6,12,23
39.99110198,WAS,0,0,1,2,3,11
40.0054757,WAS,0,0,1,6,2,20
40.0109514,WAS,1,1,1,10,3,43
40.0164271,WAS,1,0,1,9,3,30
40.02190281,WAS,0,1,1,6,3,25
40.02737851,WAS,1,1,1,11,6,35
40.03285421,WAS,1,1,1,8,8,17
40.03559206,WAS,0,0,1,8,2,21
40.04106776,WAS,1,0,1,3,2,4
40.04380561,WAS,1,1,1,9,0,10
40.04928131,WAS,1,0,1,9,3,27
40.05475702,WAS,0,0,1,8,1,39
40.06023272,WAS,1,1,1,4,2,23
40.06844627,WAS,0,0,1,5,4,15
40.07118412,WAS,1,1,1,8,1,19
40.07939767,WAS,1,0,1,11,3,23
40.08761123,WAS,0,0,1,5,2,14
40.09308693,WAS,0,0,1,5,4,24
40.09856263,WAS,0,1,1,5,7,25
40.10130048,WAS,0,1,1,10,4,26
40.10677618,WAS,0,0,1,0,4,23
40.11225188,WAS,0,0,1,5,2,19
40.12046543,WAS,1,0,1,1,4,17
40.12320329,WAS,0,0,1,14,7,22
40.13141684,WAS,0,1,1,13,7,25
40.13689254,WAS,0,1,1,10,3,26
40.13963039,WAS,1,0,1,10,1,21
40.14510609,WAS,0,1,1,2,4,25
40.14784394,WAS,1,0,1,8,6,17
40.15331964,WAS,1,0,1,8,1,21
40.15879535,WAS,0,0,1,4,4,15
